833758612558_1846.png,441965561693_1725.png
506844731519_34.png,888580966814_907.png
1,0
203770963556_75.png,172592359943_14.png
0,1
234820066341_2072.png,319232922993_5.png
1,0
272365977423_3065.png,764489767837_199.png
1,0
207804182921_79.png,973143343630_1290.png
0,0
169699058066_30.png,183382284445_803.png
0,1
700764525013_85.png,570703933924_71.png
1,0
709126837809_792.png,230827303909_555.png
1,0
136477529786_300.png,750161553572_122.png
1,1
632183899940_3448.png,208993281228_1988.png
1,1
740924160841_3017.png,107151973489_86.png
1,0
309920533181_570.png,428865883429_500.png
1,1
100717169904_2626.png,671049071487_41.png
1,1
495723171561_2341.png,236410493955_124.png
1,1
412444974010_3209.png,396095248326_100.png
0,1
806441778992_7.png,520840067292_2781.png
1,1
835800537685_530.png,812253877562_3237.png
0,0
619942281317_3111.png,335256372192_1007.png
0,0
261193544340_114.png,518447889244_11.png
0,0
612071010178_36.png,912157481181_111.png
0,1
397254190221_49.png,640136136494_3210.png
1,1
279175507830_28.png,762950326504_5.png
0,0
207804182921_73.png,481498484700_80.png
1,0
899610610820_150.png,572138996252_2902.png
0,0
764489767837_204.png,827815819578_34.png
0,1
740924160841_3016.png,482469995080_435.png
1,0
634259143132_2706.png,426037419766_3316.png
1,0
845210527637_683.png,191188233735_16.png
1,1
433427026502_1876.png,571673210108_18.png
0,1
840899031174_29.png,632494798567_220.png
0,0
588734250938_518.png,884829104057_71.png
1,1
434106695352_176.png,232421979890_251.png
1,1
648225933494_62.png,595990462615_2957.png
1,0
337612120810_65.png,675726593518_39.png
0,0
843777652566_10.png,185392684814_1424.png
0,0
990648241449_1343.png,556987594835_507.png
1,1
954618460788_835.png,650645930241_3389.png
1,1
201411471998_3278.png,560295427936_6.png
0,1
735199605803_2917.png,588580090970_123.png
1,0
971938447531_1776.png,711408085137_7.png
1,1
863512664330_3245.png,441965561693_1727.png
0,1
669011864115_1273.png,965568090725_3133.png
0,0
363809609013_975.png,498896526661_2888.png
1,0
334236582047_2046.png,911796017464_2195.png
1,1
341879820152_1326.png,584760146203_1769.png
1,0
268840165800_93.png,685905945391_103.png
1,1
985714726449_124.png,120492556458_195.png
1,0
604223367624_135.png,715052598761_18.png
0,1
824549014219_2868.png,504956245097_2856.png
1,0
684967759363_41.png,765481116507_1524.png
1,1
789177370136_1836.png,822920534021_135.png
1,1
588580090970_124.png,862601632735_1161.png
0,1
989660137833_2513.png,291914989721_706.png
1,0
681336677739_1495.png,295422982256_160.png
1,0
856138543579_657.png,936883194737_40.png
1,1
227305977443_2999.png,980979740184_3410.png
1,1
110127687078_67.png,311745615952_152.png
1,0
372488616104_813.png,203648378218_14.png
0,1
518447889244_12.png,118626059540_702.png
0,1
758147021440_1611.png,288542808329_58.png
0,1
945031103054_2155.png,412444974010_3208.png
0,0
443340112546_2393.png,763646726051_1852.png
0,0
234820066341_2074.png,700764525013_102.png
1,1
20780106_74.png,130424682833_2976.png
0,1
818673227432_1993.png,632494798567_219.png
0,0
109935884821_2.png,687284041789_1364.png
0,1
206372418453_19.png,866716061848_112.png
1,1
877754489250_70.png,655596152469_29.png
0,0
135066140048_1037.png,936067480890_1811.png
0,0
224232821293_935.png,842029718092_123.png
1,1
391770830740_2321.png,485164464798_2544.png
1,1
203648378218_8.png,697786732711_143.png
0,1
173249862011_444.png,703448081492_567.png
1,1
603123524854_93.png,464599977359_2751.png
1,1
20859844_12.png,890075468153_2844.png
0,0
611532182871_1935.png,858235946428_2696.png
1,1
575805779337_7.png,150342330404_714.png
1,1
758926300410_1582.png,986841043042_103.png
1,0
731268103769_43.png,224232821293_934.png
1,1
854498104500_1062.png,443340112546_2394.png
1,0
825257833651_2506.png,207804182921_78.png
0,0
643145055832_2466.png,534216578451_36.png
0,1
722332376999_1186.png,365021874062_1617.png
1,1
426881446006_1.png,619942281317_3110.png
1,1
952808847239_175.png,962825594797_105.png
1,1
714251933365_283.png,341879820152_1333.png
1,1
526144458885_820.png,8724335_142.png
0,0
486604494242_148.png,700764525013_90.png
0,0
655789237577_2632.png,837897497551_77.png
0,0
201411471998_3277.png,843317803744_19.png
0,1
339935510253_9.png,604223367624_133.png
0,1
944172876613_179.png,764489767837_200.png
0,1
141529117306_12.png,612071010178_38.png
0,1
979751560834_141.png,742541144001_3274.png
0,0
373648387388_3255.png,184321752486_2638.png
0,1
603123524854_95.png,110127687078_74.png
1,1
208909374603_1967.png,350515010423_1698.png
1,1
887975070030_3464.png,247758945333_77.png
0,1
350515010423_1706.png,131095488658_145.png
1,0
612071010178_40.png,629368441219_171.png
1,1
758147021440_1612.png,869115312126_190.png
0,1
964124484723_2598.png,764489767837_202.png
0,0
344747141481_2171.png,500196950894_98.png
0,1
10134811_151.png,111069511691_54.png
1,1
930855369862_1668.png,135066140048_1043.png
0,0
184021114566_49.png,518447889244_17.png
1,0
360540058580_25.png,141624973172_3073.png
1,1
421782183057_43.png,684967759363_51.png
1,0
360540058580_23.png,946219532066_1388.png
1,1
611338952756_1076.png,153634456656_111.png
0,0
714050116409_1144.png,20888686_104.png
0,0
309920533181_569.png,834628108050_2140.png
0,0
173249862011_447.png,396747729633_3441.png
0,0
621924378094_2677.png,899610610820_149.png
1,0
609433833704_1636.png,767388414854_882.png
0,1
883843984818_168.png,821488567130_149.png
0,1
20859844_13.png,567743242382_83.png
0,0
199357894768_865.png,870364776482_2527.png
1,0
506844731519_33.png,880837284589_2836.png
0,0
170064571500_972.png,341699893375_945.png
1,0
970889238163_3.png,703448081492_560.png
1,1
703448081492_559.png,222773614053_462.png
1,1
227485273481_225.png,20231935_29.png
1,1
898664434323_1499.png,993023278923_66.png
0,1
789344920194_1922.png,207256513125_62.png
1,0
567636695398_116.png,261193544340_20.png
0,0
220680175844_129.png,382700444919_543.png
1,1
379555453762_69.png,150342330404_712.png
1,1
379555453762_67.png,473965308949_3093.png
1,1
674347030286_2525.png,500196950894_100.png
0,0
806705457328_1358.png,835797154329_37.png
0,1
203648378218_2.png,482469995080_441.png
0,0
582306562750_37.png,279878187518_161.png
1,1
655596152469_3171.png,341699893375_940.png
0,0
922649730766_1743.png,827273563653_2410.png
0,0
723791120719_2032.png,480998180201_273.png
0,1
954618460788_833.png,175211279793_288.png
0,1
151846527929_25.png,744225940112_1134.png
0,0
656601070603_2806.png,432977717923_113.png
1,1
257774106196_1410.png,156730228020_2444.png
0,0
808832027525_54.png,843777652566_14.png
0,0
208993281228_1990.png,894411925086_3052.png
1,0
591373229101_71.png,749916506950_1562.png
1,0
986841043042_102.png,152760066552_1977.png
0,1
626198075944_4.png,652052303828_2907.png
0,0
700576207532_167.png,412034110708_2824.png
0,1
572780943183_0.png,592824419888_90.png
0,0
535466506327_130.png,842029718092_128.png
1,0
580642131312_3157.png,729724405267_42.png
0,1
600846229594_159.png,20771639_124.png
0,0
474499251703_143.png,795591049648_259.png
0,1
20771639_129.png,945470487041_2655.png
0,0
806441778992_1.png,279431706994_897.png
0,1
840899031174_40.png,650645930241_3413.png
0,0
591373229101_75.png,359522436834_658.png
0,1
663772022816_158.png,825257833651_2510.png
1,0
647941843547_8.png,107151973489_88.png
1,0
840899031174_6.png,129703732691_158.png
0,0
806441778992_3.png,985714726449_117.png
0,1
979751560834_132.png,811423234707_1122.png
0,1
742541144001_3276.png,408793028990_2163.png
0,1
806550376609_88.png,477141480369_145.png
1,1
540103354752_46.png,20025595_23.png
0,0
569342624383_164.png,922561829745_2185.png
0,1
608224480528_2683.png,427235514788_1253.png
1,0
717677480240_47.png,412444974010_3204.png
0,0
446978283584_2547.png,880837284589_2838.png
0,1
840899031174_25.png,396095248326_101.png
0,0
963601964408_691.png,338098363409_143.png
1,0
360540058580_26.png,839263398699_745.png
1,0
703448081492_565.png,722332376999_1188.png
0,1
917686824203_2056.png,748172924359_68.png
1,0
731295040273_59.png,803958525697_2415.png
0,1
898180345455_46.png,272436316261_1939.png
0,1
742541144001_3271.png,321193840795_2478.png
1,0
400962117135_3080.png,330311999274_118.png
0,0
520016559951_1955.png,367860040198_126.png
1,1
238397622807_33.png,776923166924_76.png
0,0
142868313709_176.png,580725251714_2688.png
0,0
686267017254_194.png,764846353705_1351.png
0,0
606074246541_2095.png,703448081492_562.png
1,1
700764525013_103.png,490427380219_30.png
0,1
683738917842_174.png,276926469642_1830.png
1,0
582417532446_92.png,161500896466_1840.png
0,0
612071010178_44.png,760777201120_2440.png
1,0
695659670916_3099.png,350515010423_1712.png
0,1
761729783486_346.png,876605209594_144.png
1,0
567636695398_117.png,681628403600_54.png
0,0
251253048215_2365.png,237419597172_86.png
0,0
908101084595_281.png,491234786761_55.png
0,0
185441296082_388.png,985700536306_308.png
1,1
179398633980_141.png,20888686_97.png
1,0
600041102510_2933.png,184321752486_2635.png
1,1
684967759363_43.png,253890261988_3424.png
1,1
600041102510_2934.png,833464100971_1313.png
0,0
0276764_19.png,515517336093_633.png
1,0
201090469824_320.png,798661327871_304.png
1,0
379555453762_56.png,997728887035_2359.png
0,1
134857633495_109.png,20888686_94.png
1,0
20859844_10.png,222773614053_463.png
0,1
806441778992_29.png,340558218201_70.png
1,0
382968727854_304.png,776923166924_74.png
0,1
749400156974_121.png,572941325457_2519.png
1,1
777701977765_587.png,862601632735_1162.png
0,1
699718011265_104.png,340236082375_2314.png
1,0
495459131965_5.png,724445992126_147.png
0,0
451064997515_247.png,279878187518_164.png
0,1
503461938638_193.png,454254159208_12.png
1,1
676560825504_159.png,20771639_128.png
1,1
922561829745_2183.png,840899031174_7.png
1,0
600846229594_160.png,760790085782_3198.png
0,0
643145055832_2468.png,976302395012_1218.png
1,0
497124911632_62.png,703448081492_564.png
0,1
925079175594_903.png,279175507830_172.png
1,1
279209614633_2767.png,640522012504_3.png
0,1
574481118830_107.png,313675177473_249.png
0,1
280176852758_2676.png,155078775959_2575.png
1,0
351604244637_162.png,247758945333_78.png
0,1
899610610820_152.png,650645930241_3412.png
0,0
602695586357_16.png,623894832825_1293.png
1,1
758926300410_1576.png,760777201120_2429.png
0,0
527910275732_156.png,915627453821_2670.png
1,1
866698375193_328.png,520940938051_2568.png
1,0
641085547987_3147.png,680369393932_2020.png
0,0
8716792_39.png,341879820152_1328.png
1,0
595990462615_2951.png,329985644836_6.png
0,1
471853825759_88.png,251404070836_992.png
0,1
553544565405_14.png,241322097402_1465.png
1,0
936221543208_85.png,885469655820_3309.png
0,0
114681673682_1734.png,391770830740_2329.png
0,1
20231935_26.png,914479762955_56.png
0,0
469609984352_2724.png,572941325457_2520.png
0,1
521333053131_71.png,508947641279_1117.png
0,1
643145055832_2470.png,961071200808_3228.png
0,0
541593244787_2859.png,760777201120_2437.png
0,1
818209273153_1017.png,382880599264_1692.png
1,1
787922742527_2203.png,997728887035_2363.png
1,1
106843512319_1504.png,764136673032_2615.png
1,0
866110390537_2250.png,146120362309_2236.png
0,0
903855560837_1400.png,397254190221_50.png
1,0
531928112209_1267.png,338098363409_0.png
1,0
785244433539_2743.png,382612031764_2535.png
0,1
504956245097_2855.png,421782183057_33.png
1,1
697786732711_142.png,571673210108_15.png
1,0
744225940112_1131.png,367131157003_1030.png
1,0
597447767582_120.png,750211382312_27.png
1,0
368687466498_7.png,369334720431_2287.png
0,0
922561829745_2188.png,279878187518_163.png
1,1
485164464798_2543.png,813763499017_3340.png
0,0
853169089595_19.png,973135147805_73.png
1,1
428865883429_497.png,755668652280_1568.png
0,1
789344920194_1919.png,491234786761_52.png
1,0
843959510534_169.png,151423702393_12.png
1,0
414512481125_3021.png,110127687078_62.png
1,0
186118486402_83.png,722124385933_1870.png
0,0
20542610_136.png,340558218201_67.png
1,0
100717169904_2623.png,862601632735_1164.png
0,1
422632851956_3178.png,325411649790_114.png
0,1
789225496091_3008.png,871528272684_97.png
0,0
700764525013_100.png,9812146_0.png
1,0
571385326092_2720.png,555423412638_81.png
1,1
187787113403_22.png,706845116065_1894.png
0,0
803958525697_2417.png,684257885067_165.png
0,1
865215561161_136.png,415342646631_1236.png
0,0
980979740184_3403.png,554448876390_109.png
1,0
647149214300_1881.png,395285139039_868.png
0,1
588734250938_517.png,391770830740_2327.png
1,1
124911684942_854.png,195698885061_537.png
1,1
549733273277_54.png,594743843497_16.png
1,0
862601632735_1167.png,867700620757_132.png
1,1
806441778992_11.png,845460608431_169.png
0,1
219081363393_2645.png,803149820797_1557.png
0,0
884743150152_2309.png,232421979890_254.png
1,0
612071010178_41.png,339646503062_1094.png
0,0
993023278923_57.png,839815003379_3013.png
0,0
878817751717_2400.png,958933765988_142.png
1,1
397712229390_2221.png,684890268247_143.png
1,1
128597336529_71.png,179398633980_138.png
1,1
325411649790_113.png,341699893375_947.png
1,0
595990462615_2958.png,241075064687_0.png
0,0
205632569213_422.png,634265300478_1823.png
0,1
464599977359_2748.png,190978581796_1615.png
1,1
262734152854_149.png,462187367584_318.png
1,1
271440321083_3300.png,711408085137_154.png
0,1
884743150152_2303.png,532817958124_2487.png
0,1
183382284445_806.png,8716792_41.png
1,1
225034671890_1086.png,250933581187_1914.png
1,1
622596652428_2345.png,118023725904_406.png
0,0
963948789550_48.png,128597336529_72.png
0,1
575805779337_6.png,20231935_30.png
1,0
980979740184_3400.png,244178787963_1479.png
0,0
885469655820_3310.png,455429862814_135.png
0,0
632176330243_23.png,612491873091_283.png
0,0
789344920194_1918.png,570828262278_142.png
1,1
341879820152_1329.png,477141480369_149.png
1,0
697849189626_182.png,882342928411_3219.png
1,0
216173032764_3138.png,281023090144_255.png
0,1
118023725904_408.png,268840165800_90.png
0,0
128597336529_76.png,685505912346_3344.png
1,0
117564324256_2403.png,20888686_87.png
1,1
506844731519_36.png,313675177473_250.png
1,1
103416208177_3432.png,894411925086_3053.png
1,1
936111477501_1449.png,783084567907_312.png
1,0
984303250378_899.png,764696884251_57.png
1,1
324635941511_13.png,768494735159_1223.png
1,1
421782183057_41.png,946359335090_2689.png
1,0
903855560837_1401.png,238397622807_261.png
0,1
106843512319_1506.png,815039630398_1906.png
1,0
795286449183_2981.png,799972986370_99.png
0,1
806705457328_1360.png,806441778992_24.png
1,0
906368157080_861.png,400374571272_3379.png
0,1
592824419888_92.png,600812297972_1492.png
1,0
241322097402_1459.png,571385326092_2718.png
0,1
500196950894_99.png,20871977_147.png
1,1
632880317927_244.png,869652442936_2850.png
1,0
328383413827_1238.png,769087847025_77.png
1,0
722124385933_1871.png,940604480310_24.png
0,0
151995884228_602.png,519560207220_6.png
1,1
972059028755_1386.png,177042291085_2424.png
0,0
128597336529_75.png,818209273153_1015.png
1,1
183382284445_804.png,979751560834_133.png
1,1
982081740037_48.png,588580090970_129.png
1,0
203648378218_13.png,410781938578_2007.png
1,1
392329057543_1620.png,247758945333_82.png
1,1
931652532880_1156.png,760790085782_3197.png
1,1
251253048215_2366.png,603998649632_59.png
1,0
8716792_36.png,375457147240_202.png
0,1
585266307137_114.png,344187221533_337.png
1,1
111750232888_2587.png,833464100971_1312.png
0,1
477141480369_139.png,342767181671_1750.png
1,0
20173997_59.png,262734152854_153.png
1,1
339935510253_5.png,669011864115_1277.png
1,1
8227493_86.png,571385326092_2719.png
1,1
271440321083_3299.png,654053090992_3455.png
1,1
993023278923_59.png,612071010178_34.png
0,1
825257833651_2508.png,277688914398_26.png
0,1
789225496091_3006.png,833464100971_1305.png
0,0
236410493955_125.png,282249551204_58.png
1,0
923182232670_2159.png,647941843547_27.png
1,1
613527096835_5.png,339867820516_2878.png
1,1
488075588697_52.png,534269415875_64.png
1,0
993023278923_64.png,347241142472_1542.png
0,1
806550376609_86.png,8227493_80.png
0,1
762364345542_651.png,764489767837_203.png
1,1
945031103054_2152.png,400374571272_3368.png
1,0
856138543579_655.png,777439655201_332.png
1,1
339471895441_36.png,835797154329_35.png
0,0
647149214300_1880.png,187787113403_23.png
1,0
982081740037_43.png,134725566968_233.png
0,0
568389822410_1172.png,20025595_21.png
1,0
169699058066_41.png,380320255927_776.png
0,0
139140132763_1176.png,309028234302_1999.png
0,0
20880030_154.png,184021114566_39.png
1,0
401373802702_2126.png,557109937516_2.png
1,0
655596152469_3162.png,917220567415_1046.png
0,1
964124484723_2595.png,339935510253_2.png
0,0
462067576773_27.png,699932963082_21.png
1,0
674192929830_8.png,755796555935_1226.png
0,0
965568090725_3126.png,131446538279_875.png
0,1
391770830740_2326.png,869392597644_96.png
1,0
351145406253_91.png,281789334835_322.png
0,1
897774934161_1205.png,922561829745_2181.png
1,1
345719039525_280.png,238397622807_263.png
1,1
319232922993_6.png,309920533181_573.png
0,1
769934621273_672.png,146611670930_2106.png
0,0
983864438456_1108.png,795356671931_3.png
1,1
110357527251_46.png,20888686_107.png
1,1
218892005299_87.png,708459194896_151.png
0,0
531928112209_1269.png,130424682833_2973.png
1,1
152760066552_1978.png,592824419888_91.png
1,1
422051845654_890.png,650645930241_3394.png
1,1
117564324256_2405.png,684967759363_47.png
1,1
490402063518_116.png,829805419415_1320.png
1,0
174759138550_2332.png,827273563653_2413.png
0,1
261842059750_3270.png,924839510154_111.png
0,0
967442917578_25.png,884829104057_74.png
0,1
716333500284_410.png,671049071487_39.png
1,0
161125882564_1812.png,277097367851_1756.png
0,0
156730228020_2443.png,737417418467_983.png
1,0
207141736369_193.png,827815819578_38.png
0,0
446978283584_1962.png,801932343042_1490.png
1,1
324635941511_14.png,324635941511_15.png
1,1
465246296291_153.png,424579269065_2352.png
1,1
369334720431_2288.png,744802759653_147.png
0,1
681336677739_1494.png,703448081492_568.png
1,1
591373229101_67.png,20871977_148.png
1,1
791754158348_1515.png,995380950350_91.png
1,1
134857633495_108.png,681628403600_52.png
1,1
20173997_64.png,848409680140_77.png
1,1
427086310202_83.png,907228772365_42.png
1,0
401673257936_13.png,704620807007_718.png
1,1
156752618179_2931.png,224232821293_922.png
0,0
261193544340_111.png,998249428382_108.png
0,1
553544565405_234.png,879735465785_1375.png
1,0
649290484260_8.png,268882488964_35.png
1,0
220680175844_131.png,635845865944_1232.png
1,1
928247865326_96.png,323718368678_1572.png
0,1
430375075311_2815.png,721681836521_1002.png
1,1
293385346987_3438.png,313670652083_725.png
0,0
321193840795_2476.png,517415344776_115.png
0,0
845460608431_163.png,500196950894_101.png
1,1
970889238163_2.png,954618460788_839.png
1,0
723791120719_2026.png,715052598761_17.png
1,0
367372865532_1444.png,871528272684_94.png
0,1
499153387576_27.png,685276103605_186.png
1,1
321613791338_2581.png,756355607099_128.png
0,1
684213466847_147.png,217470916442_1735.png
1,0
428920447105_173.png,495723171561_2343.png
1,0
647941843547_15.png,203648378218_7.png
1,1
653669371226_114.png,989660137833_2515.png
0,1
886150076107_42.png,205632569213_419.png
0,1
636039780441_2036.png,739642372094_1069.png
1,0
173760914624_26.png,219680787252_12.png
1,1
309028234302_1997.png,146120362309_2238.png
0,1
20780106_76.png,763646726051_1849.png
1,0
325411649790_111.png,845460608431_165.png
1,1
776358794089_584.png,961071200808_3222.png
0,1
833464100971_1307.png,762136824222_35.png
0,0
572138996252_2905.png,840899031174_769.png
0,0
558739285660_164.png,203648378218_6.png
1,1
647941843547_13.png,700764525013_99.png
1,1
172929691322_44.png,771755593977_89.png
1,1
654093807764_2242.png,373647237390_870.png
1,0
120492556458_194.png,502260858819_166.png
0,1
100741088084_60.png,335256372192_1005.png
1,0
700764525013_56.png,663772022816_12.png
0,1
321193840795_2473.png,634780601459_306.png
1,1
400962117135_3084.png,581481452790_119.png
1,0
897061081395_1593.png,545395986954_241.png
1,1
726201973647_2458.png,561655174252_93.png
1,0
107151973489_85.png,896921453972_618.png
0,0
237419597172_88.png,20859844_11.png
0,0
110357527251_45.png,203770963556_77.png
1,0
980979740184_3409.png,247789242980_2101.png
0,1
223933219795_83.png,101674279336_740.png
0,1
179563888654_476.png,946219532066_1392.png
0,1
702123412184_134.png,609433833704_1643.png
0,1
749400156974_119.png,107151973489_87.png
0,0
422632851956_3183.png,911796017464_2192.png
1,1
261193544340_15.png,390141130975_206.png
0,0
295774907366_1081.png,785355609848_179.png
0,1
213656012133_2135.png,389151849702_695.png
0,1
143540761549_156.png,863531088592_1982.png
0,1
818209273153_1010.png,994448425040_3249.png
1,1
744306592463_47.png,980979740184_3407.png
0,0
528621184354_157.png,640522012504_8.png
1,0
161363900123_64.png,969895866102_3243.png
0,0
711408085137_152.png,989660137833_2512.png
0,1
699258933158_1797.png,906368157080_862.png
1,1
572780943183_4.png,815810864837_2265.png
0,0
603996111592_169.png,646714740433_170.png
1,0
945031103054_2154.png,965568090725_3128.png
1,0
272365977423_3060.png,508947641279_1113.png
1,0
574481118830_105.png,824549014219_2866.png
1,1
850760668257_142.png,224232821293_925.png
0,1
839168446401_87.png,990648241449_1346.png
1,0
627895836764_3418.png,708459194896_150.png
0,0
483656458117_58.png,330311999274_121.png
0,0
334236582047_2048.png,595990462615_2954.png
0,0
668120264286_274.png,266651287467_44.png
0,1
884743150152_2304.png,636480350467_783.png
0,1
279878187518_165.png,929289050279_185.png
1,0
612071010178_56.png,401373802702_2123.png
1,0
582917569562_123.png,252124451847_3261.png
1,0
608224480528_2681.png,345175053994_2210.png
0,0
134725566968_232.png,583261601015_752.png
1,0
982081740037_44.png,581733527219_1315.png
0,1
339646503062_1098.png,128597336529_80.png
0,1
979751560834_145.png,220680175844_132.png
0,1
222102949883_38.png,560902908899_58.png
1,1
941256842175_2277.png,410781938578_2011.png
0,1
253890261988_3423.png,119743082698_155.png
1,0
810362663250_2076.png,492121849047_4.png
1,0
179563888654_474.png,430375075311_2811.png
1,1
636097564445_1534.png,417672106667_98.png
1,0
954618460788_847.png,575223462523_1603.png
0,1
519560207220_7.png,426037419766_3315.png
0,0
107544579329_72.png,341699893375_943.png
1,1
114063065323_139.png,723791120719_2030.png
0,0
111069511691_48.png,973999840047_2703.png
0,1
593013934724_102.png,341879820152_1324.png
1,1
519560207220_5.png,397712229390_2219.png
0,0
482469995080_443.png,751899309064_2658.png
0,1
154186372306_2708.png,799972986370_103.png
0,0
726201973647_2459.png,261193544340_14.png
1,0
417672106667_99.png,986309829856_711.png
0,1
396095248326_103.png,241322097402_1464.png
0,1
8227493_82.png,161500896466_1841.png
1,0
400962117135_3074.png,493027181785_2223.png
1,1
722332376999_1192.png,350515010423_1713.png
0,0
360540058580_24.png,648225933494_61.png
0,0
348949259552_3256.png,537441634388_2881.png
0,1
873329015665_167.png,164538165078_1751.png
0,0
293155920880_2147.png,446978283584_1961.png
1,1
20792677_4.png,708459194896_152.png
0,0
941709983799_201.png,700764525013_94.png
0,1
360540058580_11.png,250933581187_1917.png
1,1
764489767837_209.png,211931175250_3031.png
0,1
555423412638_84.png,786413222075_31.png
1,1
227485273481_221.png,625465638403_2714.png
0,1
714251933365_38.png,325411649790_110.png
1,0
969895866102_3244.png,765481116507_1522.png
1,1
268882488964_29.png,172592359943_15.png
0,1
258297936602_51.png,941256842175_2278.png
0,0
914479762955_55.png,692268661254_1950.png
0,0
827815819578_36.png,221848840747_1414.png
0,0
575805779337_12.png,804013020642_2200.png
1,0
895330138296_612.png,295774907366_1078.png
0,1
747852248661_164.png,840899031174_766.png
1,0
710433467584_787.png,230198735753_2791.png
0,1
858235946428_2691.png,962446792694_1057.png
1,1
192038485634_369.png,375980491914_2531.png
1,1
699932963082_20.png,763709540874_1214.png
1,1
911064782307_2552.png,877754489250_69.png
1,1
668120264286_275.png,369334720431_2289.png
1,0
877754489250_72.png,110127687078_61.png
0,0
524209521631_509.png,490402063518_118.png
1,0
973957719726_3459.png,867700620757_135.png
0,1
382700444919_542.png,961071200808_3229.png
0,0
549733273277_57.png,111069511691_51.png
1,1
724483543891_1442.png,600846229594_158.png
0,0
100717169904_2625.png,534269415875_62.png
1,1
128597336529_81.png,524493080166_52.png
0,0
416398374605_479.png,635845865944_1230.png
0,1
593013934724_101.png,491234786761_56.png
1,1
917686824203_2053.png,772257400932_94.png
1,0
493027181785_2224.png,696491302835_13.png
1,0
762364345542_638.png,247758945333_79.png
1,1
431624046811_1406.png,884743150152_2310.png
1,0
330311999274_120.png,964124484723_2597.png
0,0
839815003379_3014.png,401373802702_2121.png
0,1
851076606084_113.png,251404070836_990.png
0,1
400962117135_3075.png,722332376999_1190.png
0,0
431624046811_1407.png,799972986370_102.png
0,0
684967759363_48.png,518447889244_8.png
1,0
663772022816_159.png,410582377193_125.png
1,0
870868473975_175.png,886150076107_43.png
1,0
732693011003_425.png,982081740037_47.png
1,1
324850484710_1934.png,979751560834_153.png
1,1
739851758746_82.png,303958277841_19.png
0,1
764489767837_210.png,451461422150_2788.png
1,0
151846527929_24.png,339867820516_2876.png
1,1
700764525013_57.png,532817958124_2493.png
0,1
985714726449_112.png,971260117691_3355.png
1,0
765481116507_1523.png,845251645064_183.png
1,1
535925707647_1674.png,369334720431_2286.png
1,0
586722864857_3382.png,352768502335_887.png
1,0
309002729427_1833.png,838619642114_2408.png
0,0
341879820152_1336.png,520940938051_2563.png
0,0
272365977423_3067.png,663088423274_592.png
1,0
20880030_153.png,918839061832_35.png
0,0
427235514788_1254.png,915197523364_147.png
0,1
887975070030_3465.png,961071200808_3221.png
1,1
517415344776_122.png,567636695398_119.png
0,0
350515010423_1710.png,342767181671_1748.png
0,0
650645930241_3388.png,963948789550_45.png
0,1
174911645187_387.png,545395986954_20.png
1,1
684967759363_36.png,987270537640_14.png
0,0
110139824912_1896.png,571673210108_19.png
1,1
143418361871_3215.png,482762469446_67.png
0,1
526144458885_823.png,333597054971_630.png
0,0
845460608431_18.png,815039630398_1908.png
1,0
521333053131_72.png,667615805298_3160.png
0,0
772257400932_93.png,751899309064_2660.png
0,0
840899031174_4.png,339646503062_1099.png
0,0
954618460788_830.png,155078775959_2576.png
0,1
117564324256_2404.png,927234591692_120.png
1,1
570703933924_83.png,333390547084_2667.png
0,1
845460608431_22.png,663772022816_17.png
1,1
923182232670_2160.png,570251628395_140.png
0,1
531928112209_1268.png,141504964851_2062.png
1,0
640136136494_3212.png,989301179886_134.png
1,1
497402889915_1960.png,653669371226_113.png
1,0
769087847025_76.png,993023278923_54.png
0,1
662256656405_961.png,806441778992_0.png
1,1
819589374083_753.png,517415344776_119.png
0,0
839815003379_3015.png,208384063534_122.png
0,0
341885104942_1395.png,569342624383_166.png
0,1
648225933494_63.png,143540761549_151.png
0,0
235543228049_2079.png,865245750682_23.png
1,1
811925077704_292.png,866716061848_109.png
0,0
480618280488_546.png,548782197976_13.png
1,1
840899031174_10.png,837973529377_134.png
1,0
267413376830_3201.png,152760066552_1980.png
1,0
699258933158_1798.png,277224396017_742.png
0,0
915197523364_145.png,684257885067_166.png
0,1
201592389934_2174.png,818673227432_1995.png
1,1
294111825414_685.png,761729783486_344.png
0,1
647149214300_1882.png,580642131312_3156.png
1,0
683738917842_181.png,278611994141_2600.png
1,0
941368575462_165.png,986309829856_1688.png
1,0
603261081528_2167.png,321193840795_2479.png
1,1
151423702393_13.png,569604171620_2783.png
0,1
771755593977_92.png,272531042666_319.png
1,1
663088423274_593.png,549544845574_524.png
0,1
717392870615_1446.png,640136136494_3211.png
0,1
508947641279_1120.png,146120362309_2239.png
1,1
408793028990_2164.png,201278064785_2962.png
1,1
171345000283_297.png,979751560834_136.png
1,0
485745117803_2215.png,723791120719_2023.png
1,1
156730228020_2449.png,261193544340_22.png
0,0
632176330243_25.png,424579269065_2350.png
0,1
397712229390_2220.png,432977717923_108.png
0,1
542303957272_225.png,591373229101_78.png
0,1
845460608431_23.png,110139824912_1903.png
1,1
324635941511_12.png,320087203654_192.png
1,0
569947907611_3267.png,817481477091_19.png
0,0
752435468830_133.png,350515010423_1714.png
0,1
647899100449_86.png,20771639_130.png
0,0
811644526596_2261.png,791124267528_69.png
1,0
313670652083_728.png,20771639_133.png
0,0
149278089350_737.png,722124385933_1873.png
0,0
237419597172_87.png,582306562750_34.png
0,1
761729783486_343.png,136477529786_48.png
1,1
